"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Alabama"	"01"	"1999"	"1999"	436	4430141	9.8	9.8
	"Alabama"	"01"	"2000"	"2000"	439	4447100	9.9	9.9
	"Alabama"	"01"	"2001"	"2001"	425	4467634	9.5	9.5
	"Alabama"	"01"	"2002"	"2002"	414	4480089	9.2	9.3
	"Alabama"	"01"	"2003"	"2003"	434	4503491	9.6	9.7
	"Alabama"	"01"	"2004"	"2004"	367	4530729	8.1	8.2
	"Alabama"	"01"	"2005"	"2005"	432	4569805	9.5	9.6
	"Alabama"	"01"	"2006"	"2006"	445	4628981	9.6	9.7
	"Alabama"	"01"	"2007"	"2007"	480	4672840	10.3	10.4
	"Alabama"	"01"	"2008"	"2008"	454	4718206	9.6	9.8
	"Alabama"	"01"	"2009"	"2009"	410	4757938	8.6	8.9
	"Alabama"	"01"	"2010"	"2010"	390	4779736	8.2	8.2
	"Alabama"	"01"	"2011"	"2011"	390	4799918	8.1	8.3
	"Alabama"	"01"	"2012"	"2012"	402	4815960	8.3	8.6
	"Alabama"	"01"	"2013"	"2013"	416	4829479	8.6	8.9
	"Alabama"	"01"	"2014"	"2014"	374	4843214	7.7	8.1
	"Alabama"	"01"	"2015"	"2015"	472	4853875	9.7	10.2
	"Alabama"	"01"	"2016"	"2016"	543	4863300	11.2	11.8
	"Alaska"	"02"	"1999"	"1999"	51	624779	8.2	8.1
	"Alaska"	"02"	"2000"	"2000"	37	626932	5.9	5.6
	"Alaska"	"02"	"2001"	"2001"	38	633714	6.0	5.7
	"Alaska"	"02"	"2002"	"2002"	40	642337	6.2	5.9
	"Alaska"	"02"	"2003"	"2003"	47	648414	7.2	6.9
	"Alaska"	"02"	"2004"	"2004"	40	659286	6.1	5.9
	"Alaska"	"02"	"2005"	"2005"	37	666946	5.5	5.2
	"Alaska"	"02"	"2006"	"2006"	42	675302	6.2	6.1
	"Alaska"	"02"	"2007"	"2007"	49	680300	7.2	7.1
	"Alaska"	"02"	"2008"	"2008"	29	687455	4.2	4.4
	"Alaska"	"02"	"2009"	"2009"	26	698895	3.7	3.9
	"Alaska"	"02"	"2010"	"2010"	43	710231	6.1	5.9
	"Alaska"	"02"	"2011"	"2011"	36	722713	5.0	4.8
	"Alaska"	"02"	"2012"	"2012"	38	731089	5.2	5.0
	"Alaska"	"02"	"2013"	"2013"	43	736879	5.8	5.6
	"Alaska"	"02"	"2014"	"2014"	37	736705	5.0	4.7
	"Alaska"	"02"	"2015"	"2015"	62	737709	8.4	8.0
	"Alaska"	"02"	"2016"	"2016"	54	741894	7.3	7.4
	"Arizona"	"04"	"1999"	"1999"	460	5023823	9.2	9.0
	"Arizona"	"04"	"2000"	"2000"	405	5130632	7.9	7.8
	"Arizona"	"04"	"2001"	"2001"	486	5273477	9.2	9.1
	"Arizona"	"04"	"2002"	"2002"	499	5396255	9.2	9.2
	"Arizona"	"04"	"2003"	"2003"	495	5510364	9.0	8.7
	"Arizona"	"04"	"2004"	"2004"	504	5652404	8.9	8.9
	"Arizona"	"04"	"2005"	"2005"	527	5839077	9.0	8.9
	"Arizona"	"04"	"2006"	"2006"	542	6029141	9.0	9.0
	"Arizona"	"04"	"2007"	"2007"	521	6167681	8.4	8.4
	"Arizona"	"04"	"2008"	"2008"	471	6280362	7.5	7.6
	"Arizona"	"04"	"2009"	"2009"	380	6343154	6.0	6.1
	"Arizona"	"04"	"2010"	"2010"	413	6392017	6.5	6.7
	"Arizona"	"04"	"2011"	"2011"	397	6467163	6.1	6.3
	"Arizona"	"04"	"2012"	"2012"	384	6549634	5.9	6.0
	"Arizona"	"04"	"2013"	"2013"	382	6624617	5.8	5.8
	"Arizona"	"04"	"2014"	"2014"	318	6719993	4.7	4.9
	"Arizona"	"04"	"2015"	"2015"	363	6817565	5.3	5.5
	"Arizona"	"04"	"2016"	"2016"	411	6931071	5.9	6.1
	"Arkansas"	"05"	"1999"	"1999"	178	2651860	6.7	6.8
	"Arkansas"	"05"	"2000"	"2000"	201	2673400	7.5	7.5
	"Arkansas"	"05"	"2001"	"2001"	180	2691571	6.7	6.8
	"Arkansas"	"05"	"2002"	"2002"	194	2705927	7.2	7.3
	"Arkansas"	"05"	"2003"	"2003"	194	2724816	7.1	7.3
	"Arkansas"	"05"	"2004"	"2004"	208	2749686	7.6	7.7
	"Arkansas"	"05"	"2005"	"2005"	216	2781097	7.8	7.9
	"Arkansas"	"05"	"2006"	"2006"	232	2821761	8.2	8.4
	"Arkansas"	"05"	"2007"	"2007"	241	2848650	8.5	8.7
	"Arkansas"	"05"	"2008"	"2008"	213	2874554	7.4	7.7
